,City,State,Latitude,Longitude
33296,Marysville,WA,,
33297,Orlando,FL,,
33298,Orlando,FL,,
33299,Fairfield,CA,,
33300,Lake Worth,FL,,
33301,Greensburg,PA,,
33302,Durham,NC,,
33303,Las Begas,NV,,
33305,Scottsbluff,NE,,
33308,Madison,NC,,
33309,Stamping Ground,KY,,
33310,Davis,CA,,
33311,The Woodlands,TX,,
33312,Bishopville,SC,,
33313,McKean,PA,,
33314,Venice,FL,,
33315,Arcata,CA,,
33316,Martinez,GA,,
33317,Tempe,AZ,,
33318,Barre,VT,,
33319,Connersville,IN,,
33320,Gate City,VA,,
33321,Hamilton,MT,,
33322,Bozeman,MT,,
33323,Summerville,SC,,
33324,Pensacola,FL,,
33325,Ohatchee,AL,,
33326,Portland,OR,,
33327,Buffalo,MO,,
33328,University Place,WA,,
33329,Bailey,CO,,
33330,Duluth,MN,,
33331,Raleigh,NC,,
33332,Crow Agency,MT,,
33334,Caledonia,NY,,
33335,Springville,UT,,
33336,Royersford,PA,,
33337,Monrovia,CA,,
33338,Kaysville,UT,,
33339,Westminster,MD,,
33340,Weybridge,VT,,
33341,Greensboro,NC,,
33342,Omaha,NE,,
33343,Mesa,AZ,,
33344,Nixa,MO,,
33345,Greenville,KY,,
33346,Waynesburg,PA,,
33347,Boston,MA,,
33348,Sulphur,LA,,
33349,Carlsbad,NM,,
33350,Omaha,NE,,
33351,Theodore,AL,,
33352,Olney,IL,,
33353,Paris,OH,,
33354,Pleasant Hill,OH,,
33355,Sterling Heights,MI,,
33356,Thornton,NH,,
33357,Mukwonago,WI,,
33358,National City (Indian Lake),MI,,
33359,Wingdale,NY,,
33360,Portland,OR,,
33361,Bartlett,IL,,
33362,Hanalei Bay,HI,,
33363,Oxnard,CA,,
33364,Eugene,OR,,
33365,Cathedral City,CA,,
33366,Irving,IL,,
33367,Silver Springs,NV,,
33368,Smithville,MO,,
33369,Springfield,OH,,
33372,Houston,TX,,
33373,Belle Glade,FL,,
33375,South Lake Tahoe,CA,,
33376,Macedon,NY,,
33377,Deep Creek (Punta Gorda),FL,,
33378,Pueblo,CO,,
33379,Lake Village,AR,,
33380,Cambridge,NY,,
33381,Mokena,IL,,
33382,Norwalk,CT,,
33383,Pueblo,CO,,
33384,Wilmington,NC,,
33385,Zebulon,GA,,
33386,New Port Richey,FL,,
33387,Lebanon,MO,,
33389,San Diego,CA,,
33390,Mason City,IA,,
33391,Albuquerque,NM,,
33392,Rogers,AR,,
33393,Fletcher,OH,,
33394,Holly,MI,,
33395,Mexico,MO,,
33397,Bremerton,WA,,
33399,Corning,IA,,
33400,Miami,FL,,
33401,Logan,UT,,
33404,Puyallup,WA,,
33405,Flint,MI,,
33406,Narragansett,RI,,
33407,Carrier Mills,IL,,
33408,Blue Springs,MO,,
33410,Everett,WA,,
33411,Burlington,IA,,
33412,Yakima,WA,,
33413,Fresno,CA,,
33414,Ypsilanti,MI,,
33415,Salt Lake City,UT,,
33416,Watson,LA,,
33417,Gardner,IL,,
33418,Chicago,IL,,
33419,Bristow,OK,,
33420,Detroit,MI,,
33421,Carpentersville,IL,,
33422,Maricopa,AZ,,
33423,Tunapuna (Trinidad/Tobago),WI,,
33424,Exeter,NE,,
33425,Oklahoma city,OK,,
33426,Des Moines,IA,,
33427,Hazelwood,MO,,
33428,Olney,IL,,
33429,San Antonio,TX,,
33430,Pensacola,FL,,
33431,Saratoga Springs,NY,,
33432,Ypsilanti,MI,,
33433,Florence,AL,,
33434,Omaha,NE,,
33435,Holladay,UT,,
33437,Fulton,NY,,
33438,Oak Creek,WI,,
33439,Wilcox,AZ,,
33441,Memphis,TN,,
33442,Oak Creek,WI,,
33444,Oak View,CA,,
33445,Chico,CA,,
33446,Red Bluff,CA,,
33447,La Porte,IN,,
33448,Sutton,WV,,
33449,Knighdale,NC,,
33450,Cape Fear,NC,,
33451,Old Town,FL,,
33452,Edmonds,WA,,
33453,Lynnwood,WA,,
33454,Superior,WI,,
33455,Bishop,CA,,
33456,Lago Vista,TX,,
33457,Paradise Valley,AZ,,
33458,Paradise Valley,AZ,,
33460,Bark River,MI,,
33461,Belton,SC,,
33462,Riverside,CA,,
33463,Clifton,NJ,,
33464,Burbank/Glendale,CA,,
33465,Vacaville,CA,,
33466,Durham,NC,,
33467,Tucson,AZ,,
33469,Moore,OK,,
33470,South Jordan,UT,,
33473,Greensburg,PA,,
33476,Cedar City,UT,,
33478,Palm Springs,CA,,
33479,Suwanee,GA,,
33480,Burbank,CA,,
33482,Fresno,CA,,
33483,Moffett Field,CA,,
33484,Fond du Lac,WI,,
33485,Holden beach,NC,,
33486,Alameda,CA,,
33488,Lenoir,NC,,
33489,Murray,UT,,
33490,Portsmouth,VA,,
33491,Milwaukee,WI,,
33492,East Sandwich,MA,,
33493,East Sandwich,MA,,
33494,Gulf Breeze,FL,,
33495,Cumming,GA,,
33496,Britton,SD,,
33497,Palatine,IL,,
33498,Newport Beach,CA,,
33499,Johnstown,PA,,
33500,Omaha,NE,,
33501,Ovid,NY,,
33502,Sandy Creek,NY,,
33503,Rockport,MA,,
33504,Sicklerville,NJ,,
33505,Republic,MO,,
33506,Kendallville,IN,,
33507,Wesley Chapel,NC,,
33508,Stafford,VA,,
33509,Detroit,MI,,
33510,Fremont,OH,,
33511,Woonsocket,RI,,
33512,Chicago,IL,,
33513,Minneapolis,MN,,
33515,Minneapolis,MN,,
33516,Elk Grove Village,IL,,
33517,Lawrenceville,GA,,
33518,Tulsa,OK,,
33519,Grayson,GA,,
33520,Gulfport,MS,,
33521,Edna,TX,,
33522,Exton,PA,,
33523,St. Peters,MO,,
33524,Anchorage,AK,,
33525,Lake Elsinore,CA,,
33526,Montgomery,AL,,
33528,Sumter,SC,,
33529,Orlando,FL,,
33530,Seabeck,WA,,
33531,Marlton,NJ,,
33532,Elyria,OH,,
33533,Eskdale,WV,,
33534,West Bloomfield,MI,,
33535,Washington,MI,,
33536,Goodrich,MI,,
33537,Worthington,OH,,
33539,Rockford,IL,,
33540,League City,TX,,
33541,Kernersville,NC,,
33542,Fayetteville,AR,,
33543,Davis,CA,,
33544,Fort Collins,CO,,
33545,Newton,MA,,
33547,Johnson City,TN,,
33548,Potomac,MD,,
33549,Bayshore,NY,,
33550,Mastic Beach,NY,,
33551,La Crosse,WI,,
33552,O'neil,NE,,
33553,Harper Woods,MI,,
33554,China Grove,NC,,
33555,Issaquah,WA,,
33556,,SD,,
33557,Plum,PA,,
33558,Lakeville,MN,,
33559,Winnemucca,NV,,
33560,Pelzer,SC,,
33561,Bonners Ferry,ID,,
33562,Ventura,CA,,
33565,Woodbine,GA,,
33566,Springfield,MO,,
33567,Hawthorne,CA,,
33568,Springfield,MO,,
33569,MIshawaka,IN,,
33570,Watertown,SD,,
33571,San Antonio,TX,,
33572,Cambridge City,IN,,
33573,Lozeau,MT,,
33574,Avon,NC,,
33575,Tampa,FL,,
33576,Glendale,CA,,
33577,Livonia,MI,,
33578,Burns,OR,,
33579,Oak Hill,WV,,
33580,Downingtown,PA,,
33581,Lawrenceville,IL,,
33582,Oakhurst,NJ,,
33583,Cass Lake (Driving through),MN,,
33584,Siesta Key,FL,,
33585,Tulsa,OK,,
33586,Hemet,CA,,
33587,Wethersfield,CT,,
33588,"wailea, mckenna, Maui, HI",HI,,
33589,Dyer,IN,,
33590,Glendale,CA,,
33591,Schulenburg,TX,,
33592,Missoula,MT,,
33593,Ranchos de Taos,NM,,
33595,Portland,OR,,
33597,Franklin,NC,,
33598,New Town (near; on Hwy 23 between city and Hwy 83),ND,,
33599,Lansing,MI,,
33600,Louisville,KY,,
33601,Seattle,WA,,
33602,Bozeman/ Belgrade,MT,,
33603,Everett,WA,,
33604,Redding,CA,,
33605,Des Moines,IA,,
33606,Waukee,IA,,
33607,San Jose,CA,,
33608,Eugene,OR,,
33609,Belleville,WI,,
33610,Conway,AR,,
33611,Mechanicville,NY,,
33612,Chicago,IL,,
33613,Diamond,IL,,
33615,Wilmette,IL,,
33616,Bath,ME,,
33617,Las Vegas,NV,,
33618,Cleveland,OH,,
33619,Olympic National Park (Olympic Mountain Range),WA,,
33620,Pisgah Forest,NC,,
33621,Williams (25 Miles East of),AZ,,
33623,Vienna,IL,,
33625,San Diego,CA,,
33628,Chatham,NJ,,
33629,Broken Arrow,OK,,
33630,Edmond (northeast of),OK,,
33631,Hastings,MI,,
33632,Garden City,NY,,
33633,Sioux Falls,SD,,
33634,Bay Minette,AL,,
33635,Edmond,OK,,
33636,Sioux Falls,SD,,
33637,Pass Christian,MS,,
33638,New Britain,CT,,
33639,Eden Prairie,MN,,
33640,Lebanon,PA,,
33641,Pearland,TX,,
33642,Highland Village,TX,,
33643,North Sioux City,SD,,
33644,Tustin,CA,,
33645,Missoula,MT,,
33646,Battle Ground,WA,,
33647,Yorktown Heights,NY,,
33648,Woonsocket,RI,,
33649,Caledonia,WI,,
33650,Blaine,MN,,
33651,Indianapolis,IN,,
33653,Cerritos,CA,,
33654,Cleveland,OH,,
33655,Riverside,RI,,
33656,Raynham,MA,,
33657,Vienna,VA,,
33658,Devine,TX,,
33659,Millerton,PA,,
33660,Kingston,RI,,
33662,Bemidji,MN,,
33663,Saint Paul/Roseville,MN,,
33665,Williamstown,MA,,
33666,Knoxville,TN,,
33667,Ambridge,PA,,
33668,Knoxville,TN,,
33669,Peach Springs,AZ,,
33670,Oak City,NC,,
33671,Brainerd,MN,,
33672,Columbia,MD,,
33673,Cleveland,OH,,
33674,San Jose,CA,,
33675,Knoxville,TN,,
33676,Pacheco Pass/Hwy 152,CA,,
33677,Chazy,NY,,
33678,Mechanicsburg,PA,,
33679,Salt Lick,KY,,
33682,Los Banos,CA,,
33683,Los Banos,CA,,
33684,Pacheco Pass,CA,,
33685,Real County,TX,,
33686,Lumberton,NC,,
33687,Riverton,UT,,
33688,Wooster,OH,,
33689,Bozeman,MT,,
33690,Berberton,OH,,
33691,Arlington,TX,,
33692,Cambridge,MA,,
33693,Atlanta,GA,,
33695,Orlando,FL,,
33696,Reno,NV,,
33697,Miami,FL,,
33698,Toledo,OH,,
33699,Austell,GA,,
33700,Sour lake,TX,,
33702,Robbinsdale,MN,,
33703,Elk River,MN,,
33704,Woonsocket,RI,,
33705,Woonsocket,RI,,
33708,Fort Worth,TX,,
33709,Clear Lake,IA,,
33710,Oak Lawn,IL,,
33711,Sarasota,FL,,
33712,Alameda,CA,,
33714,Carolina Beach,NC,,
33715,Clovis,CA,,
33716,West Point,UT,,
33717,Phoenix,AZ,,
33718,Hanover,PA,,
33719,St. Cloud,MN,,
33720,Springfield,OR,,
33721,Auburn,WA,,
33722,Milwaukee,WI,,
33723,Hoodsport,WA,,
33724,Delaware,OH,,
33725,Ventura,CA,,
33726,Cary,NC,,
33727,Shreveport,LA,,
33728,Portland,OR,,
33729,Las Vegas,NV,,
33731,Lakeland,FL,,
33732,Chatham,IL,,
33733,Waterbury,CT,,
33734,Paducah,KY,,
33735,"Washington, D.C.",DC,,
33736,Westville,IL,,
33737,Saint Anne,IL,,
33738,Rock Stream,NY,,
33739,Morganville,NJ,,
33740,Danville,VA,,
33741,Sparks,NV,,
33742,Berkeley,CA,,
33743,Apopka,FL,,
33744,El Dorado Hills,CA,,
33745,Oak Lawn,IL,,
33746,Vinton,IA,,
33747,Torrance,CA,,
33748,Brattleboro,VT,,
33750,Plymouth,IN,,
33751,Marina Del Rey,CA,,
33752,Venice Beach,CA,,
33753,Tucson,AZ,,
33754,Granada Hills,CA,,
33755,Cheektowaga,NY,,
33756,Marshall,NC,,
33757,Hedgesville,WV,,
33758,Cumming,GA,,
33759,Hampton,GA,,
33760,Hampton,GA,,
33763,Orlando,FL,,
33764,Boise,ID,,
33766,Hamburg,NY,,
33767,Newport,ME,,
33768,Rancho Bernardo,CA,,
33769,Oneida,TN,,
33770,Natrona Heights,PA,,
33771,Torrance,CA,,
33772,Gilbert,AZ,,
33773,Colorado Springs,CO,,
33774,Tucson,AZ,,
33776,Berkeley,CA,,
33777,Eunice,LA,,
33780,Franklin,WI,,
33781,Weybridge,VT,,
33782,Alcalde,NM,,
33783,Greenwood,AR,,
33784,Plainview,NY,,
33785,Gladstone,OR,,
33786,South San Francisco,CA,,
33787,Cedar Falls,IA,,
33788,Orem,UT,,
33789,Santa Fe,TX,,
33790,Porterville,CA,,
33792,Bernardsville,NJ,,
33793,Sanford,FL,,
33794,East Peoria,IL,,
33796,Centre,AL,,
33797,Bernardsville,NJ,,
33798,Jamestown,NC,,
33799,Mexico,NY,,
33800,Kernersville/Colfax area,NC,,
33801,Mesquite,NV,,
33802,Boardman,OH,,
33803,Oxford,AL,,
33804,Brownwood,TX,,
33805,Everett,WA,,
33806,Lakeview (near),OR,,
33807,Las Vegas,NV,,
33808,Saint Joseph,MI,,
33809,Bristol,PA,,
33810,Carrboro,NC,,
33811,Columbia Falls,MT,,
33812,Marble Hill,MO,,
33815,Pocahontas,AR,,
33816,Columbia,MO,,
33817,North Phoenix,AZ,,
33819,Brownfield,TX,,
33820,North Phoenix,AZ,,
33821,Bolivar,MO,,
33823,Huntersville,NC,,
33824,Concord,GA,,
33825,Sandy,UT,,
33826,McHenry,IL,,
33827,Athens,GA,,
33828,Karnak,IL,,
33829,Sumter,SC,,
33830,Dayton,MT,,
33832,Kansas City,MO,,
33833,Bremerton,WA,,
33834,Blaine,WA,,
33835,Niles,OH,,
33836,Saint Joseph,MO,,
33837,Monroe,MI,,
33838,Navarre,FL,,
33839,Columbia,NJ,,
33840,Toledo,OH,,
33841,Lebanon,NY,,
33843,Meriden,CT,,
33844,Erie,PA,,
33845,Riverside,RI,,
33846,Ocean Park,WA,,
33847,Palatine,IL,,
33848,Utica,NY,,
33849,Gold Bar,WA,,
33850,Johnsonville,NY,,
33851,Acton,IN,,
33852,Chesapeake,VA,,
33853,Summerville,SC,,
33854,Auburn,NY,,
33855,Lakeside,CA,,
33856,Jax Beach,FL,,
33857,Jamestown,PA,,
33858,East Islip,NY,,
33859,Torrington,CT,,
33860,Mesa,AZ,,
33861,Rockaway,NY,,
33862,Barkley Lake,KY,,
33864,Palm Harbor,FL,,
33865,Wauwatosa,WI,,
33866,Anacortes,WA,,
33867,North,SC,,
33868,Omaha,NE,,
33869,Ada,OK,,
33870,Lynn,MA,,
33871,Pasadena,MD,,
33872,I-80 (@ Rte. 11 exit),OH,,
33873,Batesville,MS,,
33874,Skowhegan,ME,,
33875,Turnersville,NJ,,
33876,Eureka,CA,,
33877,Bay Shore,NY,,
33878,Bridgeport,CT,,
33879,Philadelphia,PA,,
33880,Allentown,PA,,
33882,San Tan Valley,AZ,,
33883,Quincy,MA,,
33884,Livonia,MI,,
33885,Yankton,SD,,
33886,Parkville,MD,,
33888,Eureka,CA,,
33889,Lafayette,LA,,
33890,Jordan,MN,,
33891,Seattle,WA,,
33892,Loveland,CO,,
33894,Kingsford,MI,,
33895,Cotulla,TX,,
33896,Lebanon,OR,,
33897,Bellingham,WA,,
33898,Bellingham,WA,,
33899,Portland,OR,,
33900,Shelbyville,TN,,
33901,Glasgow,KY,,
33902,Bristol,TN,,
33903,Knoxville,TN,,
33904,Milton,FL,,
33905,Evanston,IL,,
33906,Las Vegas,NV,,
33907,Colorado Springs,CO,,
33908,Heyburn,ID,,
33909,PIco Rivera,CA,,
33910,South Ogden,UT,,
33911,Antioch,TN,,
33912,Alexandria,MN,,
33914,Plainfield,NJ,,
33915,Jonesboro,LA,,
33916,York,NE,,
33917,Thousand Oaks,CA,,
33918,South Charleston,WV,,
33919,Freehold,NJ,,
33920,Cheney,WA,,
33921,Redding,CA,,
33922,Las Vegas,NV,,
33923,Sherman Oaks,CA,,
33924,Medford,OR,,
33925,Pawtucket,RI,,
33926,Harrisburg,PA,,
33927,Tulsa,OK,,
33928,Iowa City,IA,,
33929,Show Low,AZ,,
33930,Parma,OH,,
33931,Rocklin,CA,,
33932,Wildwood,NJ,,
33933,Walton,WV,,
33934,Hamburg,PA,,
33935,Seattle,WA,,
33936,Gila Bend,AZ,,
33937,Costa Mesa,CA,,
33938,Shelby Twp,MI,,
33939,Brunswick,OH,,
33940,Parkville,MD,,
33941,Mount Sidney,VA,,
33942,Mays Landing,NJ,,
33944,Albuquerque,NM,,
33945,O'Fallon,MO,,
33946,Parkton,NC,,
33947,Federalsburg,MD,,
33948,San Leandro,CA,,
33949,Detroit,MI,,
33950,Bethany Beach,DE,,
33951,Dixon,IL,,
33952,Las Vegas,NV,,
33953,Monterey,CA,,
33954,Seattle,WA,,
33955,Los Banos,CA,,
33956,Prescott National Forest,AZ,,
33957,Minneapolis,MN,,
33958,Nampa,ID,,
33959,Eldridge (towards; going North on Utica Ridge Road),IA,,
33960,Fresno,CA,,
33961,Detroit,MI,,
33963,Patrick County,VA,,
33964,Detroit,MI,,
33965,Menominee,MI,,
33966,Trussville,AL,,
33967,Springtown,TX,,
33968,Moore,OK,,
33969,Maplewood,MO,,
33971,Memphis,TN,,
33972,Charlotte,NC,,
33973,Lee,NH,,
33974,West Des Moines,IA,,
33975,Mabank,TX,,
33976,Kingsport,TN,,
33977,Las Cruces,NM,,
33978,Dunedin,FL,,
33979,Dunedin,FL,,
33980,Crofton,MD,,
33981,El Paso,TX,,
33982,Wilkes-Barre,PA,,
33983,Huron,OH,,
33984,Apison,TN,,
33985,Foley,AL,,
33986,Toledo,OH,,
33987,Cotulla,TX,,
33988,Atlantic Ocean,FL,,
33989,Middleton,WI,,
33990,Lee,NH,,
33991,Westport,CT,,
33992,Hampton,VA,,
33993,Front Royal,VA,,
33994,Watson,LA,,
33995,Ephrata,PA,,
33996,Cathedral City,CA,,
33997,Ocean City,MD,,
33998,East Brunswick,NJ,,
33999,Janesville,WI,,
34000,Paris,AR,,
34001,Rising Sun,IN,,
34002,Sunflower,AZ,,
34004,Tullahoma,TN,,
34005,North Cove,NC,,
34006,Walls,MS,,
34007,Front Royal,VA,,
34008,Kalamazoo,MI,,
34009,Johnstown,OH,,
34010,Houston,TX,,
34011,Owensboro,KY,,
34012,Union,WA,,
34013,Wilkes-Barre,PA,,
34014,Ypsilanti,MI,,
34015,Heber Springs,AR,,
34016,Willow Springs,MO,,
34017,St. Charles,MO,,
34018,Fremont,CA,,
34019,Wolcott,CT,,
34020,Cape Girardeau,MO,,
34021,Keansburg,NJ,,
34022,Fulton,MO,,
34023,Sparks,NV,,
34024,Smyrna,TN,,
34026,Hollywood,CA,,
34027,Oakland,CA,,
34028,Gordo,AL,,
34029,Bondurant,IA,,
34030,Hoquiam,WA,,
34031,Athens,TN,,
34032,La Crosse,WI,,
34033,Beverly,MA,,
34034,Bolivar,MO,,
34035,Lake Isabella (Kern River Valley),CA,,
34036,Ballwin,MO,,
34037,Burlington,NC,,
34039,Bayville,NY,,
34040,Ballwin,MO,,
34041,Milwaukee,WI,,
34042,Springfield,MO,,
34043,Nanticoke,PA,,
34045,Bloomfield hills,MI,,
34046,East Barre,VT,,
34047,Twin Falls,ID,,
34048,Santa Rosa,CA,,
34049,Santa Rosa,CA,,
34050,Kingsport,TN,,
34052,Wrightsville Beach,NC,,
34053,Hoosick,NY,,
34054,Aurora,IL,,
34055,Spring Hill,KS,,
34056,Highwood,IL,,
34057,Deer Lodge,TN,,
34058,Ypsilanti,MI,,
34059,North Royalton,OH,,
34060,Miles City,MT,,
34061,Staten Island,NY,,
34062,Lima,OH,,
34063,Ashtabula,OH,,
34064,Sewell,NJ,,
34065,Norwalk,CA,,
34066,Duluth,MN,,
34067,South Wales,NY,,
34068,Carrollton/Saginaw,MI,,
34069,Seabrook Island,SC,,
34070,Cincinnati,OH,,
34071,North Adams,MA,,
34072,Bridgman,MI,,
34073,Holly Springs,NC,,
34074,Downey,CA,,
34075,North Babylon,NY,,
34076,Camden,ME,,
34077,Ventura,CA,,
34078,Allison Park,PA,,
34080,West Natcoke,PA,,
34081,North Woodstock,NH,,
34082,Woodhaven,MI,,
34083,Camden,ME,,
34084,Liberty,ME,,
34085,Kearney,MO,,
34086,Forked River,NJ,,
34087,Gorge,WA,,
34089,Rome,NY,,
34090,Menomonie,WI,,
34091,Bloomington/Lake Monroe,IN,,
34092,Eden,WI,,
34093,Sawtooth National Forest,ID,,
34094,Pittstown,NJ,,
34095,Pittstown,NJ,,
34096,Bethel Park,PA,,
34097,Webster,NY,,
34098,Grafton,WV,,
34099,Marine City,MI,,
34100,Jerome,ID,,
34101,Middlebury,VT,,
34102,Wilhoit (north of),AZ,,
34103,Chicago,IL,,
34104,Eden,WI,,
34105,Melbourne,FL,,
34106,Lachine,MI,,
34108,West Edmeston,NY,,
34109,Escondido,CA,,
34110,Homewood,IL,,
34111,Portsmouth (City of),VA,,
34112,Anna Maria Island,FL,,
34113,Pahrump,NV,,
34114,Miami,FL,,
34115,Anaheim,CA,,
34116,Poway,CA,,
34117,"Washington, D.C.",DC,,
34118,Hartland,WI,,
34119,Broomfield,CO,,
34120,Beebe,AR,,
34121,Schaumburg,IL,,
34122,Cross Lanes,WV,,
34123,Acworth,GA,,
34124,Arnold,MO,,
34125,Porterville,CA,,
34126,Boise,ID,,
34127,Albuquerque,NM,,
34128,Mt. Prospect,IL,,
34129,Bloomington,IN,,
34130,Caldwell,ID,,
34132,Davenport,IA,,
34133,Palm Springs,CA,,
34134,Charleston,SC,,
34136,Aledo,IL,,
34137,Ypsilanti,MI,,
34138,Binghamton,NY,,
34139,Apex,NC,,
34140,Smithville,MO,,
34141,Loveland,CO,,
34142,Anacortes,WA,,
34143,Foresthill,CA,,
34144,La Porte,IN,,
34145,San Pedro,CA,,
34146,Leland,NC,,
34147,Clearfield,PA,,
34148,Indianapolis,IN,,
34149,Longview,TX,,
34150,Richmond,CA,,
34151,McMinnville,OR,,
34152,Harrison,AR,,
34153,Fairfax,CA,,
34154,"Winter Haven, Eagle Lake",FL,,
34156,Atwater,CA,,
34157,Chelsea,MI,,
34158,Grand Forks,ND,,
34160,Indianapolis,IN,,
34161,Coeur d'Alene,ID,,
34162,Tonawanda,NY,,
34163,Wilmington,VT,,
34165,Millinocket (near),ME,,
34166,Medford,OR,,
34167,Seaside,CA,,
34168,Exeter,NH,,
34169,Denver,CO,,
34170,Lake Orion,MI,,
34171,Alsea (above),OR,,
34172,Palm Harbor,FL,,
34173,Laramie,WY,,
34174,North Judson,IN,,
34175,Dayton,ME,,
34177,Bill,WY,,
34178,Goldendale,WA,,
34180,Springfield,IL,,
34181,Greenville,VA,,
34184,Plain City,OH,,
34185,Melvindale,MI,,
34186,Indianapolis,IN,,
34188,Hendersonville,TN,,
34189,Kiefer,OK,,
34190,Dewey,AZ,,
34191,Coupeville (south of),WA,,
34192,Bettendorf,IA,,
34193,West Covina,CA,,
34194,Millinocket,ME,,
34195,Portland,OR,,
34196,Portland,OR,,
34197,Covina,CA,,
34198,Waynesboro,VA,,
34199,Peoria,AZ,,
34200,Rosemead,CA,,
34201,Farmington,MN,,
34202,Connell,WA,,
34203,Golden City,MO,,
34204,Crawfordsville,IN,,
34205,Enfield,CT,,
34207,Green Valley,AZ,,
34208,Elyria,OH,,
34209,Ruston,LA,,
34210,Flagstaff,AZ,,
34211,Carr (west of),CO,,
34212,Wikieup,AZ,,
34213,Belcourt,ND,,
34214,Beverly Shores,IN,,
34215,Garden City,KS,,
34216,Loveland,OH,,
34217,Lincoln,CA,,
34218,Enfield,CT,,
34219,Chicago,IL,,
34221,Burton,MI,,
34222,Wilmington,OH,,
34223,Milwaukee,WI,,
34224,Peoria,IL,,
34225,Estacada,OR,,
34226,"Ocala (driving up I-75, location not exactly known)",FL,,
34227,San Jose,CA,,
34228,Xenia,OH,,
34229,Dearborn Heights,MI,,
34230,Baltimore,MD,,
34231,Castle Rock,CO,,
34232,Richmond Heights,OH,,
34233,Moore,OK,,
34235,Soledad,CA,,
34238,Huntington Beach,CA,,
34239,Mill Creek,WA,,
34240,Bridgewater,NJ,,
34241,Rigby,ID,,
34242,Saint Joe,AR,,
34243,Andover,OH,,
34244,Niskayuna,NY,,
34245,Woodbury Heights,NJ,,
34246,Hampton,GA,,
34247,Menomonie,WI,,
34250,Santa Ana,CA,,
34251,Des Moines,IA,,
34252,Muse,OK,,
34253,Cartersville,GA,,
34254,San Diego,CA,,
34255,Eden,NY,,
34257,Las Vegas,NV,,
34258,Davis,CA,,
34259,Phoenix/Oswego,NY,,
34260,Wauseon,OH,,
34261,Zanesville,OH,,
34263,Milford,CT,,
34264,Lakewood,WA,,
34265,Bangor,ME,,
34266,Mesa,AZ,,
34267,Bend,OR,,
34268,Louisiana,LA,,
34269,Lodi,CA,,
34270,Siesta Key,FL,,
34271,Moultonborough,NH,,
34272,Bear,DE,,
34273,Hemet,CA,,
34274,Southold,NY,,
34275,Bloomington,MN,,
34276,San Jose,CA,,
34277,Weeki Wachee,FL,,
34278,Butler,PA,,
34279,Buckeye,AZ,,
34281,Kyburz,CA,,
34282,Savannah,MO,,
34283,Lake Charles,LA,,
34284,Sarasota,FL,,
34285,Independence,MO,,
34287,North Babylon,NY,,
34288,Schenectady,NY,,
34289,Clarkston,MI,,
34290,Oakdale,NY,,
34291,Harleysville,PA,,
34292,Gainesville,FL,,
34294,Friendship,WI,,
34295,Cibolo,TX,,
34296,Chaska,MN,,
34297,Three Rivers,MI,,
34298,Seattle,WA,,
34299,Mountain Home,AR,,
34300,Charleston,SC,,
34301,Kelseyville,CA,,
34302,Hillsdale,NJ,,
34303,Huntington,NY,,
34304,Cherry Grove/North Myrtle Beach,SC,,
34305,Penn Yan,NY,,
34306,Yorktown,VA,,
34307,Pittsburgh (general area),PA,,
34308,Wenatchee,WA,,
34309,Crozet,VA,,
34311,Fremont,CA,,
34312,Phenix City,AL,,
34313,Jackson,MS,,
34314,Jackson,MS,,
34315,Wheeling,IL,,
34316,Fairmont,WV,,
34317,Evansdale,IA,,
34318,cary,NC,,
34319,Bow,WA,,
34320,Hudson,FL,,
34321,Cranston,RI,,
34322,Cranston,RI,,
34323,Noblesville,IN,,
34324,Newport,WA,,
34325,Bradenton (northeast area of),FL,,
34326,Newport,WA,,
34327,Norwalk,CT,,
34328,Mount Pleasant,TX,,
34329,Hephzibah,GA,,
34330,Hopewell,VA,,
34331,Fenton,MI,,
34332,Flint,MI,,
34333,Taylor,MI,,
34334,Southfield,MI,,
34335,Garden City,SC,,
34337,Myrtle Beach,SC,,
34338,Dana Point,CA,,
34339,Pawleys Island,SC,,
34341,Westchester,OH,,
34342,Las Vegas,NV,,
34343,Huntington Station,NY,,
34344,Oxon Hill,MD,,
34345,Las Vegas,NV,,
34346,Louisville,KY,,
34348,Upper Sandusky,OH,,
34350,Cheektowaga,NY,,
34351,East Wenatchee,WA,,
34352,Goodyear,UT,,
34353,Indianapolis,IN,,
34354,Manchester,NH,,
34356,Mobile Bay,AL,,
34357,Gilbert,AZ,,
34358,Pawleys Island,SC,,
34359,Columbus,OH,,
34360,Dauphin Island,AL,,
34361,St. Clair Shores (south from),MI,,
34362,Mt. Lookout,WV,,
34363,Palm Coast,FL,,
34364,Frederick,MD,,
34365,Westwood,NJ,,
34366,Jacksonville,NC,,
34367,Akron,NY,,
34368,Williamsville,MO,,
34369,Bend,OR,,
34370,Los Angeles,CA,,
34371,Richmond,KY,,
34372,Minot,ND,,
34373,Laporte,IN,,
34374,Tulsa,OK,,
34375,Spring Creek,NV,,
34376,Surprise,AZ,,
34377,Antioch,CA,,
34378,Omaha,NE,,
34379,Rochester,MN,,
34380,New York City,NY,,
34381,Salt Lake City,UT,,
34383,Port Charlotte,FL,,
34384,Tallahassee,FL,,
34385,Madras,OR,,
34386,Coarsegold,CA,,
34387,Hot Springs,MT,,
34388,Indianpolis,IN,,
34390,Oroville,WA,,
34391,New York City (Brooklyn),NY,,
34392,Orinda,CA,,
34393,Royalton,IL,,
34394,Kalispell,MT,,
34396,Centreville,MD,,
