city,state_id,lat,lng
Newcastle,CA,38.8677,-121.1318
Paris,MO,39.4773,-92.0039
La Villita,NM,36.1001,-106.0514
Clarksville,VA,36.6172,-78.5639
Fountain Green,UT,39.6281,-111.6413
Covelo,CA,39.8025,-123.2499
Leadwood,MO,37.8618,-90.5892
Home,WA,47.2790,-122.7744
Bellefonte,DE,39.7669,-75.4982
Potter Lake,WI,42.8196,-88.3487
West Mayfield,PA,40.7802,-80.3387
Aguila,AZ,33.9376,-113.1665
Central High,OK,34.6170,-98.0892
Goodman,MS,32.9677,-89.9128
Molino,FL,30.7123,-87.3240
Harbor Isle,NY,40.6019,-73.6647
Duncansville,PA,40.4263,-78.4303
Wiggins,CO,40.2286,-104.0724
Harold,FL,30.6771,-86.8310
Bellerose,NY,40.7242,-73.7167
Seneca,PA,41.3770,-79.7073
Pleasanton,KS,38.1790,-94.7053
Burwell,NE,41.7800,-99.1341
Telford,TN,36.2534,-82.5478
Loma,CO,39.2075,-108.8050
Sea Ranch,CA,38.7165,-123.4527
Toulon,IL,41.0935,-89.8633
Ucon,ID,43.5935,-111.9595
Coldstream,KY,38.3144,-85.5264
Cascade Locks,OR,45.6763,-121.8719
Lecompte,LA,31.0881,-92.3999
Sibley,LA,32.5423,-93.2947
Tok,AK,63.3290,-143.0379
Millbourne,PA,39.9638,-75.2527
Pine Bluffs,WY,41.1803,-104.0692
Pine Island,TX,30.0554,-96.0253
Deville,LA,31.3398,-92.1389
Albany,LA,30.4996,-90.5840
Squirrel Mountain Valley,CA,35.6176,-118.4046
Homer,IL,40.0335,-87.9578
Hiram,OH,41.3113,-81.1429
Bratenahl,OH,41.5546,-81.6046
Wellsville,MO,39.0734,-91.5692
Colfax,WI,44.9970,-91.7264
Malta,IL,41.9291,-88.8670
Atwood,IL,39.7992,-88.4626
Long Beach,IN,41.7435,-86.8521
Botkins,OH,40.4587,-84.1782
South Gull Lake,MI,42.3901,-85.4008
Colon,MI,41.9592,-85.3229
Palm Shores,FL,28.1918,-80.6593
Leetsdale,PA,40.5656,-80.2142
Mapleton,IA,42.1671,-95.7904
Ponderay,ID,48.3091,-116.5390
Stone Ridge,NY,41.8414,-74.1539
Avonia,PA,42.0470,-80.2765
Monte Rio,CA,38.4683,-123.0147
Yellville,AR,36.2289,-92.6860
Oglethorpe,GA,32.2935,-84.0623
Komatke,AZ,33.2953,-112.1615
Riverside,ID,43.1965,-112.4356
Brushy,OK,35.5578,-94.7434
Hettinger,ND,46.0034,-102.6350
Fort Deposit,AL,31.9863,-86.5664
Remington,IN,40.7650,-87.1556
Lake Lure,NC,35.4404,-82.2064
Wallenpaupack Lake Estates,PA,41.3957,-75.2731
Hastings,PA,40.6647,-78.7094
Lakeville,CT,41.9594,-73.4467
Ship Bottom,NJ,39.6459,-74.1835
Hawley,PA,41.4765,-75.1779
Ohatchee,AL,33.7877,-86.0280
Frisco City,AL,31.4353,-87.4037
Taos,MO,38.5157,-92.0647
Elbow Lake,MN,45.9905,-95.9776
Valley Falls,KS,39.3408,-95.4612
Port Orford,OR,42.7497,-124.4973
Lucama,NC,35.6447,-78.0072
Meadowlands,PA,40.2173,-80.2300
Julesburg,CO,40.9849,-102.2627
Grabill,IN,41.2098,-84.9681
Clarkton,MO,36.4521,-89.9681
Cloverport,KY,37.8312,-86.6304
Webster,FL,28.6115,-82.0509
Laguna,NM,35.0504,-107.4071
Palo Cedro,CA,40.5511,-122.2363
Elkhorn,CA,36.8103,-121.7212
Norris City,IL,37.9790,-88.3279
Windsor,IL,39.4389,-88.5953
Catawba,SC,34.8464,-80.9061
West Swanzey,NH,42.8707,-72.3225
White Plains,NC,36.4451,-80.6351
Castanea,PA,41.1200,-77.4287
March ARB,CA,33.8888,-117.2776
Griggsville,IL,39.7078,-90.7275
Barnsdall,OK,36.5609,-96.1626
Chums Corner,MI,44.6767,-85.6564
Whitehall,MT,45.8709,-112.0975
Nortonville,KY,37.1860,-87.4556
Yarrow Point,WA,47.6488,-122.2188
Monongah,WV,39.4598,-80.2185
Lindsay,TX,33.6415,-97.2186
Banner Elk,NC,36.1588,-81.8677
Riner,VA,37.0675,-80.4405
Oxford,IN,40.5214,-87.2482
Grandview,OH,39.1922,-84.7245
Fruitport,MI,43.1248,-86.1561
Oley,PA,40.3872,-75.7844
Cornwells Heights,PA,40.0771,-74.9516
Mineral Springs,AR,33.8767,-93.9218
Andalusia,IL,41.4374,-90.7165
Bingham Farms,MI,42.5176,-83.2780
Augusta,KY,38.7723,-84.0003
Reedsville,WI,44.1525,-87.9517
Bronson,FL,29.4501,-82.6391
Union Springs,NY,42.8458,-76.6910
Gilbert,IA,42.1062,-93.6461
Groton,MA,42.6084,-71.5707
Garretson,SD,43.7149,-96.5026
Tenaha,TX,31.9440,-94.2457
Apalachin,NY,42.0705,-76.1626
Third Lake,IL,42.3708,-88.0122
Kellyville,OK,35.9482,-96.2143
Minturn,CO,39.5461,-106.3873
Castle Hill,CA,37.8729,-122.0573
Big River,CA,34.1393,-114.3604
Grass Lake,MI,42.2511,-84.2075
Killdeer,ND,47.3673,-102.7535
Vernon,NY,43.0794,-75.5387
Elk Run Heights,IA,42.4662,-92.2501
Camargo,KY,37.9970,-83.8926
Athena,OR,45.8132,-118.4924
Boonville,NC,36.2340,-80.7093
Pala,CA,33.3617,-117.0696
La Harpe,IL,40.5848,-90.9698
Fletcher,OK,34.8224,-98.2391
Corvallis,MT,46.3140,-114.1121
Woodworth,LA,31.1655,-92.5096
Mount Gilead,NC,35.2163,-80.0047
Villisca,IA,40.9298,-94.9819
Manasota Key,FL,26.9226,-82.3537
Elton,LA,30.4812,-92.6976
Alma,NE,40.1036,-99.3656
Bradford Woods,PA,40.6369,-80.0809
Fowler,CO,38.1304,-104.0264
Shandon,CA,35.6536,-120.3831
Nahunta,GA,31.2065,-81.9814
Meeker,OK,35.4852,-96.8951
Langley,WA,48.0337,-122.4084
Discovery Harbour,HI,19.0415,-155.6254
Kempner,TX,31.0755,-97.9727
Riceville,TN,35.3895,-84.6990
Oakland,OK,34.0975,-96.7978
Oakland,SC,33.9868,-80.4972
Greenwood,DE,38.8066,-75.5897
Stromsburg,NE,41.1160,-97.5910
Payne,OH,41.0797,-84.7272
Marcellus,MI,42.0261,-85.8131
Plains,MT,47.4602,-114.8842
Lorenzo,TX,33.6703,-101.5361
Runge,TX,28.8859,-97.7134
Okeene,OK,36.1171,-98.3165
Reno,OH,39.3769,-81.3932
White Sands,NM,32.3808,-106.4836
Southmayd,TX,33.6233,-96.7286
Farm Loop,AK,61.6394,-149.1471
Palmdale,PA,40.2963,-76.6233
Andrews,IN,40.8604,-85.6023
Springville,IA,42.0529,-91.4458
Lapwai,ID,46.4034,-116.8041
Lake Lorelei,OH,39.1875,-83.9716
Little Rock,MN,47.8667,-95.1060
Plantersville,MS,34.2103,-88.6655
Terramuggus,CT,41.6342,-72.4692
Sardinia,OH,39.0072,-83.8022
Yemassee,SC,32.6722,-80.8508
Dane,WI,43.2499,-89.4996
Rocksprings,TX,30.0172,-100.2128
Gruver,TX,36.2562,-101.4122
Lost Creek,TX,30.3024,-97.8498
Albers,IL,38.5452,-89.6142
Forrest,IL,40.7511,-88.4097
La Monte,MO,38.7720,-93.4236
Timpson,TX,31.9065,-94.3971
East Hampton,NY,40.9527,-72.1961
Matheny,CA,36.1707,-119.3516
East Newnan,GA,33.3461,-84.7763
Oolitic,IN,38.8935,-86.5254
Cole Camp,MO,38.4595,-93.2025
Lake Koshkonong,WI,42.8838,-88.9424
Waelder,TX,29.6943,-97.2972
Pierce,CO,40.6335,-104.7551
Mi-Wuk Village,CA,38.0570,-120.1790
Fairbank,IA,42.6400,-92.0477
Heritage Creek,KY,38.0952,-85.6125
Petersburg,TX,33.8710,-101.5974
Red Boiling Springs,TN,36.5301,-85.8481
Sanborn,NY,43.1451,-78.8777
Olcott,NY,43.3302,-78.7104
Baxter,IA,41.8252,-93.1525
Floyd Hill,CO,39.7241,-105.4306
Boothbay Harbor,ME,43.8556,-69.6233
Fairfax,MN,44.5283,-94.7231
Cool Valley,MO,38.7250,-90.3058
Satanta,KS,37.4378,-100.9880
Conestoga,PA,39.9450,-76.3368
Big Rock,IL,41.7668,-88.5265
Mechanicsville,IA,41.9056,-91.2536
Stevensville,MI,42.0139,-86.5243
Harmony,RI,41.8964,-71.6051
Purdy,MO,36.8187,-93.9206
Petersburg,MI,41.8993,-83.7136
Boyceville,WI,45.0427,-92.0384
Marianne,PA,41.2441,-79.4310
Inverness,CA,38.0820,-122.8471
Belle,WV,38.2336,-81.5385
Bruno,WV,37.6880,-81.8737
Calvert,TX,30.9791,-96.6716
Chula Vista,TX,28.6563,-99.8077
Dale,PA,40.3120,-78.9049
Garberville,CA,40.1003,-123.7948
Warrensburg,IL,39.9320,-89.0629
Dellwood,MN,45.0986,-92.9672
Williams,OR,42.2194,-123.2922
Lone Oak,TN,35.2007,-85.3685
Philadelphia,NY,44.1540,-75.7098
Edgerton,MN,43.8753,-96.1304
Garrochales,PR,18.4572,-66.5675
Rock Island,WA,47.3739,-120.1382
Guernsey,WY,42.2657,-104.7430
Ransom Canyon,TX,33.5303,-101.6838
Daisetta,TX,30.1135,-94.6426
Kinderhook,NY,42.3943,-73.7038
East Brookfield,MA,42.2304,-72.0477
Edina,MO,40.1680,-92.1732
Rossville,KS,39.1358,-95.9496
Hillsboro,MS,32.4491,-89.4889
Joseph,OR,45.3526,-117.2303
Limestone Creek,FL,26.9433,-80.1408
Wamac,IL,38.4973,-89.1457
Lake Park,IA,43.4472,-95.3247
Bunkerville,NV,36.7198,-114.1221
Tonasket,WA,48.7077,-119.4413
Lamar,TX,28.1439,-96.9888
Sunnyside,GA,31.2406,-82.3411
Kennebunkport,ME,43.3598,-70.4632
Ansonia,OH,40.2141,-84.6344
Liberty Center,OH,41.4436,-84.0078
St. Ansgar,IA,43.3797,-92.9178
Laurens,IA,42.8477,-94.8482
Pigeon,MI,43.8295,-83.2702
Sabana Eneas,PR,18.0809,-67.0852
Knox City,TX,33.4176,-99.8157
Zena,NY,42.0209,-74.0855
Laurys Station,PA,40.7232,-75.5366
Russiaville,IN,40.4185,-86.2731
Atwater,MN,45.1356,-94.7769
La Cygne,KS,38.3479,-94.7613
Playa Fortuna,PR,18.3768,-65.7455
Gholson,TX,31.7123,-97.2359
Lexington,MI,43.2671,-82.5370
Royalton,IL,37.8773,-89.1142
Hamilton,GA,32.7648,-84.8752
South Coventry,CT,41.7695,-72.3064
Cavetown,MD,39.6426,-77.5932
Shafer,MN,45.3901,-92.7531
Fieldale,VA,36.7009,-79.9424
Parachute,CO,39.4501,-108.0549
Grant,NE,40.8445,-101.7256
Sykesville,PA,41.0475,-78.8185
Central City,IL,38.5485,-89.1284
Chatsworth,IL,40.7294,-88.2975
Malvern,IA,41.0040,-95.5842
Mexico Beach,FL,29.9480,-85.4157
Hill Country Village,TX,29.5831,-98.4893
Lewisville,AR,33.3643,-93.5751
Wooster,AR,35.1998,-92.4503
South Windham,ME,43.7380,-70.4236
Greenup,KY,38.5728,-82.8303
Cashton,WI,43.7413,-90.7866
Marlborough,NH,42.9050,-72.2117
Clint,TX,31.5901,-106.2289
Georgetown,CO,39.7181,-105.6940
Macon,IL,39.7117,-88.9965
Marbleton,WY,42.5574,-110.1004
Blue Jay,OH,39.2308,-84.7443
Billings,MO,37.0626,-93.5539
Carson City,MI,43.1816,-84.8463
Mantachie,MS,34.3250,-88.4961
El Rito,NM,36.3380,-106.1844
Tornillo,TX,31.4366,-106.1033
Yosemite Valley,CA,37.7407,-119.5779
Craig Beach,OH,41.1160,-80.9828
Annville,KY,37.3255,-83.9622
Prospect,PA,40.8992,-80.0487
Energy,IL,37.7739,-89.0244
Merryville,LA,30.7571,-93.5245
Pender,NE,42.1108,-96.7113
Roslyn Harbor,NY,40.8157,-73.6378
Greenville,CA,40.1336,-120.9454
Mountain City,GA,34.9196,-83.3854
Lake Telemark,NJ,40.9605,-74.4968
Amenia,NY,41.8493,-73.5541
Enlow,PA,40.4523,-80.2317
Highland,AR,36.2657,-91.5186
Lonaconing,MD,39.5658,-78.9789
Pandora,OH,40.9474,-83.9567
Maineville,OH,39.3126,-84.1985
Hayes,LA,30.1112,-92.9236
Gilcrest,CO,40.2842,-104.7820
Sheffield,IA,42.8928,-93.2086
Glidden,IA,42.0576,-94.7267
Howland,ME,45.2543,-68.6647
Lakeview,OH,40.4875,-83.9266
Gun Club Estates,FL,26.6753,-80.1080
Indian Hills,NM,34.9832,-106.1398
Schaefferstown,PA,40.2969,-76.2938
Divernon,IL,39.5707,-89.6546
Akron,IN,41.0388,-86.0249
East Conemaugh,PA,40.3476,-78.8860
Cayuga,IN,39.9473,-87.4647
Sweetser,IN,40.5687,-85.7669
Caddo,OK,34.1288,-96.2678
Rockford,OH,40.6915,-84.6502
Lauderdale Lakes,WI,42.7709,-88.5778
Clear Lake,WI,45.2491,-92.2675
Ellport,PA,40.8618,-80.2625
Glasgow,VA,37.6348,-79.4514
Rochelle,GA,31.9488,-83.4568
Saybrook Manor,CT,41.2825,-72.4063
Elwood,UT,41.6758,-112.1377
Leonville,LA,30.4661,-91.9811
Lake Holiday,IN,39.9642,-86.9607
Hotevilla-Bacavi,AZ,35.9225,-110.6569
Shongopovi,AZ,35.8195,-110.5331
Redwater,TX,33.3586,-94.2551
Bracey,VA,36.5762,-78.1107
Continental,OH,41.1001,-84.2727
Peabody,KS,38.1683,-97.1043
Clendenin,WV,38.4859,-81.3503
Great Bend,NY,44.0197,-75.7075
White Haven,PA,41.0566,-75.7800
Aristocrat Ranchettes,CO,40.1096,-104.7549
Danvers,IL,40.5299,-89.1751
Jonestown,MS,34.3222,-90.4542
Towaoc,CO,37.2126,-108.7265
Princeton,MO,40.3966,-93.5884
Nassau,NY,42.5140,-73.6108
Point Marion,PA,39.7355,-79.9008
Brookneal,VA,37.0532,-78.9485
Ash Flat,AR,36.2365,-91.6067
Nashville,IN,39.2079,-86.2383
Curtisville,PA,40.6497,-79.8492
Laurel Hill,NC,34.8102,-79.5460
Eagle,NE,40.8161,-96.4327
Earlston,PA,40.0038,-78.3736
Maxwell,CA,39.2771,-122.1946
Mansfield,AR,35.0634,-94.2375
Hebron,MD,38.4243,-75.6871
Clay,KY,37.4763,-87.8203
Yoncalla,OR,43.6004,-123.2876
Anton,TX,33.8113,-102.1622
Weeping Water,NE,40.8691,-96.1400
Berry,AL,33.6623,-87.6079
Louisville,IL,38.7696,-88.5068
Kenwood,OK,36.3013,-94.9979
Andover,OH,41.6066,-80.5687
Chapmanville,WV,37.9727,-82.0216
Paducah,TX,34.0144,-100.3038
Cattle Creek,CO,39.4667,-107.2599
Ray City,GA,31.0729,-83.1960
Morocco,IN,40.9445,-87.4503
Stover,MO,38.4418,-92.9901
Clay City,KY,37.8622,-83.9277
South Pekin,IL,40.4954,-89.6524
Camp Point,IL,40.0384,-91.0663
Markle,IN,40.8274,-85.3393
Ballard,UT,40.2949,-109.9493
Cinnamon Lake,OH,40.9835,-82.1914
Lowellville,OH,41.0390,-80.5463
Mucarabones,PR,18.3906,-66.2178
Union Hall,VA,37.0205,-79.6833
New Union,AL,34.1422,-86.2218
Challis,ID,44.5052,-114.2283
Strum,WI,44.5532,-91.3876
Alleghenyville,PA,40.2327,-75.9762
West Kittanning,PA,40.8122,-79.5312
Winter Park,CO,39.8785,-105.7828
Frederic,WI,45.6548,-92.4647
McIntosh,NM,34.8804,-106.0577
Steele,AL,33.9370,-86.2004
Browns Point,WA,47.3035,-122.4370
Oakfield,WI,43.6843,-88.5476
El Rancho,NM,35.8928,-106.0856
Gratton,VA,37.1351,-81.4212
Martinsville,IL,39.3381,-87.8814
Ogden Dunes,IN,41.6229,-87.1932
Winfield,IA,41.1259,-91.4382
Somers,MT,48.0824,-114.2343
Grizzly Flats,CA,38.6357,-120.5355
Sherburn,MN,43.6547,-94.7273
Erie,KS,37.5717,-95.2418
Quebrada,PR,18.3602,-66.8353
Creighton,NE,42.4649,-97.9072
Occoquan,VA,38.6825,-77.2606
Kittery Point,ME,43.0883,-70.6988
Paulina,LA,30.0351,-90.7226
Jamesport,NY,40.9546,-72.5807
Hasley Canyon,CA,34.4817,-118.6665
Boise City,OK,36.7314,-102.5098
Eagle Lake,WI,42.7014,-88.1291
Moorcroft,WY,44.2643,-104.9473
Bayard,NE,41.7572,-103.3230
South Corning,NY,42.1262,-77.0356
Westhaven-Moonstone,CA,41.0447,-124.1023
Bull Valley,IL,42.3226,-88.3634
Thomasboro,IL,40.2439,-88.1877
Lake View,IA,42.3046,-95.0406
Talihina,OK,34.7522,-95.0409
Fairfield Beach,OH,39.9183,-82.4791
Glasgow,MO,39.2279,-92.8394
Ranchitos del Norte,TX,26.4003,-98.8715
Bergen,NY,43.0825,-77.9425
Clay,CA,38.3140,-121.1596
Brooksville,MS,33.2367,-88.5781
Morrisville,PA,39.9008,-80.1678
Parklawn,CA,37.6069,-120.9793
Dierks,AR,34.1200,-94.0173
Washburn,IL,40.9203,-89.2916
Hilbert,WI,44.1415,-88.1611
Tom Bean,TX,33.5201,-96.4843
Reid Hope King,TX,25.9228,-97.4140
Tivoli,NY,42.0587,-73.9119
Brownville,NY,44.0056,-75.9834
Pembroke,VA,37.3219,-80.6365
Spring Valley,CA,39.0777,-122.5968
Maysville,MO,39.8859,-94.3633
Parcelas La Milagrosa,PR,18.1716,-66.1868
Gettysburg,SD,45.0060,-99.9539
Coulee Dam,WA,47.9689,-118.9760
Luttrell,TN,36.2097,-83.7478
Laurel,NY,40.9728,-72.5560
Spring City,UT,39.4799,-111.4918
Appleton City,MO,38.1906,-94.0310
Van Wyck,SC,34.8531,-80.8333
Jamaica Beach,TX,29.1905,-94.9801
Little Valley,NY,42.2494,-78.7988
Remerton,GA,30.8441,-83.3086
Elgin,MN,44.1257,-92.2470
Baldwin,MI,43.8971,-85.8531
Lemannville,LA,30.1028,-90.9239
Bouse,AZ,33.8984,-113.9962
Atwater,OH,41.0266,-81.1622
Wanamingo,MN,44.3026,-92.7872
Athens,WI,45.0349,-90.0792
Hackberry,TX,33.1501,-96.9184
Chevak,AK,61.5295,-165.5943
Galeton,PA,41.7338,-77.6454
Bolinas,CA,37.9177,-122.7095
Shawneetown,IL,37.7157,-88.1865
Conrad,IA,42.2234,-92.8741
Cameron,AZ,35.8537,-111.4269
Daniel,UT,40.4668,-111.4097
Rincón,PR,18.3389,-67.2515
Ryland Heights,KY,38.9701,-84.4607
Stedman,NC,35.0129,-78.7027
Milesburg,PA,40.9426,-77.7920
Cochranton,PA,41.5192,-80.0470
Caliente,NV,37.6436,-114.4964
Plymouth,CA,38.4776,-120.8584
Williamsdale,OH,39.4421,-84.5298
Lake St. Croix Beach,MN,44.9245,-92.7657
Palouse,WA,46.9103,-117.0751
Hustisford,WI,43.3442,-88.6033
Rio Vista,TX,32.2351,-97.3744
Schurz,NV,38.9366,-118.7925
Greenville,ME,45.4663,-69.5881
Gayle Mill,SC,34.7023,-81.2391
Kerby,OR,42.2046,-123.6489
Estherwood,LA,30.1816,-92.4634
Hiller,PA,40.0081,-79.9042
Dooms,VA,38.1027,-78.8495
Alpaugh,CA,35.8876,-119.4873
Minkler,CA,36.7277,-119.4587
Minor,AL,33.5389,-86.9402
Oak Grove Heights,AR,36.1271,-90.5085
Williamsport,OH,39.5824,-83.1206
Millersport,OH,39.8982,-82.5388
Mountainhome,PA,41.1779,-75.2632
McCloud,CA,41.2540,-122.1360
Blue Mound,IL,39.7004,-89.1185
New Waverly,TX,30.5374,-95.4822
Phil Campbell,AL,34.3519,-87.7062
Angel Fire,NM,36.3821,-105.2718
Edinburg,VA,38.8235,-78.5634
Bradbury,CA,34.1536,-117.9684
Cave Spring,GA,34.1081,-85.3388
Farmersburg,IN,39.2526,-87.3807
Marion Center,MA,41.7042,-70.7629
Osceola Mills,PA,40.8526,-78.2699
Montandon,PA,40.9654,-76.8529
Knox,PA,41.2346,-79.5360
Forest Park,OK,35.5095,-97.4469
West Mountain,UT,40.0654,-111.7868
Tyler,MN,44.2785,-96.1355
McAlisterville,PA,40.6381,-77.2730
Bear Creek,AL,34.2651,-87.7164
Barre,MA,42.4230,-72.1063
Texico,NM,34.3897,-103.0513
Altamont,TN,35.4325,-85.7433
Rutherford,TN,36.1249,-88.9920
London,AR,35.3280,-93.2417
Panora,IA,41.6910,-94.3636
Republic,WA,48.6483,-118.7334
Cullen,LA,32.9699,-93.4464
Speers,PA,40.1222,-79.8799
Glenvar,VA,37.2760,-80.1256
Boronda,CA,36.6947,-121.6745
Assumption,IL,39.5180,-89.0478
Palo,IA,42.0646,-91.8002
Highland,MD,39.1814,-76.9570
Bellaire,MI,44.9738,-85.2057
Bloomfield,KY,37.9122,-85.3140
Tiki Island,TX,29.2985,-94.9175
Six Shooter Canyon,AZ,33.3568,-110.7720
Washburn,ME,46.7860,-68.1447
Colebrook,NH,44.8946,-71.4950
Berryville,TX,32.0876,-95.4667
Sand Point,AK,55.3227,-160.4834
Cobden,IL,37.5335,-89.2545
Flanagan,IL,40.8771,-88.8597
St. Paul,IN,39.4282,-85.6287
Golden Shores,AZ,34.7819,-114.4777
Sabana,PR,18.4642,-66.3517
Bogata,TX,33.4698,-95.2135
Wallace,CA,38.1978,-120.9586
Nauvoo,IL,40.5457,-91.3829
Greene,IA,42.8967,-92.8041
Spring Glen,UT,39.6561,-110.8461
Fairhope,PA,40.1151,-79.8389
Double Springs,AL,34.1502,-87.3912
Wister,OK,34.9699,-94.7206
New Hartford Center,CT,41.8802,-72.9753
Maud,OK,35.1336,-96.7783
Clark,SD,44.8813,-97.7346
Seabeck,WA,47.6437,-122.8219
Stanaford,WV,37.8156,-81.1492
Los Indios,TX,26.0493,-97.7351
Empire,LA,29.4133,-89.6052
Goreville,IL,37.5611,-88.9557
Hamburg,IA,40.6061,-95.6545
Machias,ME,44.7075,-67.4772
Washington,KS,39.8160,-97.0486
Donald,OR,45.2227,-122.8388
Convoy,OH,40.9177,-84.7053
Holgate,OH,41.2493,-84.1292
Humansville,MO,37.7952,-93.5766
Cove Creek,NC,36.2763,-81.7830
Foster Brook,PA,41.9793,-78.6063
Herald,CA,38.2913,-121.2318
Prospect,OH,40.4540,-83.1848
Lake Shore,MN,46.5040,-94.3635
Caledonia,MS,33.6836,-88.3260
Ponderosa Pine,NM,34.9720,-106.3369
Cando,ND,48.4872,-99.2026
Schoeneck,PA,40.2453,-76.1765
Anson,ME,44.7983,-69.8961
Sciotodale,OH,38.7539,-82.8605
Lilbourn,MO,36.5908,-89.6130
New Franklin,MO,39.0175,-92.7406
Oskaloosa,KS,39.2158,-95.3145
Quinter,KS,39.0666,-100.2347
South Shore,KY,38.7224,-82.9647
Upton,WY,44.1025,-104.6374
Falls City,OR,44.8648,-123.4372
Shelton,NE,40.7789,-98.7306
Skyland Estates,VA,38.9329,-78.0850
Clayton,IN,39.6892,-86.5232
San Miguel,NM,32.1535,-106.7269
Shinglehouse,PA,41.9662,-78.1908
Bairdford,PA,40.6279,-79.8818
Ordway,CO,38.2209,-103.7566
Marcus,IA,42.8224,-95.8068
Northville,NY,43.2239,-74.1704
Stillman Valley,IL,42.1048,-89.1803
Tuscarawas,OH,40.3934,-81.4006
Papaikou,HI,19.7917,-155.0962
Port Republic,NJ,39.5328,-74.4852
New Hope,TN,35.0044,-85.6598
Belfast,PA,40.7833,-75.2755
Cherry Tree,OK,35.7454,-94.6428
Duncan Falls,OH,39.8777,-81.9112
Aurora,UT,38.9201,-111.9340
Stearns,KY,36.6957,-84.4769
De Smet,SD,44.3862,-97.5497
Luck,WI,45.5718,-92.4666
St. Paul,TX,33.0437,-96.5504
Tioga,TX,33.4718,-96.9187
Bessemer,PA,40.9756,-80.4878
Greenville,IN,38.3716,-85.9827
Highlandville,MO,36.9409,-93.2830
Northfield,KY,38.2857,-85.6362
Champlain,NY,44.9882,-73.4408
Unadilla,NY,42.3273,-75.3156
Deltaville,VA,37.5525,-76.3331
Upper Lake,CA,39.1653,-122.9052
Santa Susana,CA,34.2580,-118.6662
Aplington,IA,42.5819,-92.8835
Ashton,ID,44.0734,-111.4482
Hector,MN,44.7412,-94.7120
Roscommon,MI,44.4915,-84.5914
Lake Secession,SC,34.2821,-82.5908
Lake Nebagamon,WI,46.5120,-91.6995
Mallory,WV,37.7274,-81.8206
Navarre Beach,FL,30.3830,-86.8879
Shelter Island Heights,NY,41.0745,-72.3434
Baxter Estates,NY,40.8338,-73.6949
Lake Riverside,CA,33.5173,-116.8107
Garrett Park,MD,39.0360,-77.0934
Grand Coulee,WA,47.9392,-119.0028
Hamlin,WV,38.2805,-82.1087
Robert Lee,TX,31.8954,-100.4856
Gifford,IL,40.3079,-88.0214
Frankfort,OH,39.4069,-83.1842
Summitview,WA,46.5980,-120.6514
Campti,LA,31.8980,-93.1158
Norlina,NC,36.4451,-78.1952
Minetto,NY,43.3997,-76.4809
Sidney,IA,40.7459,-95.6443
Ninnekah,OK,34.9641,-97.9447
Califon,NJ,40.7192,-74.8371
San Pablo,NM,32.2506,-106.7626
Arnaudville,LA,30.4021,-91.9320
Pen Mar,PA,39.7243,-77.5150
Basin City,WA,46.5891,-119.1567
Amherst,WI,44.4475,-89.2832
Hillside Lake,NY,41.6191,-73.7944
Pine Brook Hill,CO,40.0471,-105.3103
Fyffe,AL,34.4496,-85.9049
Martin,SD,43.1749,-101.7324
Silver Ridge,NJ,39.9620,-74.2358
Wolcottville,IN,41.5255,-85.3665
Casa Blanca,AZ,33.1154,-111.9081
Luckey,OH,41.4525,-83.4839
Reading,MI,41.8396,-84.7478
North Haverhill,NH,44.0938,-72.0272
Beach,ND,46.9192,-104.0080
Chamita,NM,36.0706,-106.0974
Maud,TX,33.3299,-94.3461
Foxfire,NC,35.1790,-79.5640
Alamance,NC,36.0285,-79.4891
George,IA,43.3420,-96.0027
Wiscasset,ME,44.0115,-69.6735
Truman,MN,43.8279,-94.4366
Ranchester,WY,44.9075,-107.1674
Reddell,LA,30.6687,-92.4268
Akutan,AK,54.1594,-165.7328
Obion,TN,36.2643,-89.1947
Worden,IL,38.9316,-89.8402
Ashippun,WI,43.2182,-88.5159
St. Michaels,MD,38.7882,-76.2243
Concord,MI,42.1762,-84.6456
Newport,DE,39.7136,-75.6052
Rio,WI,43.4497,-89.2388
Asherton,TX,28.4460,-99.7604
Ridgway,CO,38.1573,-107.7545
Beale AFB,CA,39.1095,-121.3543
Town Creek,AL,34.6718,-87.4063
Clermont,GA,34.4784,-83.7721
Mound City,MO,40.1365,-95.2337
Crocker,MO,37.9480,-92.2676
East Gull Lake,MN,46.3948,-94.3548
Eden Valley,MN,45.3263,-94.5453
Aurora,OR,45.2285,-122.7572
Fredericksburg,PA,41.6436,-80.1763
Thornton,CA,38.2310,-121.4250
Riesel,TX,31.4763,-96.9304
Cedar Ridge,CA,38.0661,-120.2737
Ecru,MS,34.3550,-89.0222
Pacific City,OR,45.2054,-123.9536
Westfield,PA,41.9177,-77.5403
Astoria,IL,40.2279,-90.3566
Poseyville,IN,38.1698,-87.7832
Gorman,TX,32.2136,-98.6721
Start,LA,32.4902,-91.8650
West Park,CA,36.7055,-119.8516
Ganado,AZ,35.7016,-109.5504
Chauncey,OH,39.4005,-82.1261
Cane Savannah,SC,33.8923,-80.4395
Lake Kathryn,FL,29.0072,-81.4905
Ouray,CO,38.0276,-107.6734
Hondah,AZ,34.0860,-109.9150
Alfred,ME,43.4767,-70.7200
Taylors Falls,MN,45.4121,-92.6644
Point Venture,TX,30.3817,-98.0010
Sunman,IN,39.2373,-85.0931
Carlton,MN,46.6635,-92.4070
Island City,OR,45.3359,-118.0495
Neah Bay,WA,48.3612,-124.6115
Maypearl,TX,32.3140,-97.0052
Beaverdale,IA,40.8537,-91.2077
